ecosystem,locked_path,package,version,license_expression,scope,disposition,notes
javascript,node_modules/@eslint-community/eslint-utils/node_modules/eslint-visitor-keys,eslint-visitor-keys,3.4.3,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint-community/regexpp,@eslint-community/regexpp,4.12.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint/config-array,@eslint/config-array,0.21.2,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint/config-array/node_modules/balanced-match,balanced-match,1.0.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint/config-array/node_modules/brace-expansion,brace-expansion,1.1.18,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint/config-array/node_modules/minimatch,minimatch,3.1.5,ISC,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint/config-helpers,@eslint/config-helpers,0.4.2,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint/core,@eslint/core,0.17.0,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint/eslintrc,@eslint/eslintrc,3.3.6,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint/eslintrc/node_modules/balanced-match,balanced-match,1.0.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint/eslintrc/node_modules/brace-expansion,brace-expansion,1.1.18,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint/eslintrc/node_modules/globals,globals,14.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint/eslintrc/node_modules/minimatch,minimatch,3.1.5,ISC,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint/js,@eslint/js,9.39.5,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint/object-schema,@eslint/object-schema,2.1.7,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@eslint/plugin-kit,@eslint/plugin-kit,0.4.1,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@exodus/bytes,@exodus/bytes,1.15.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@humanfs/core,@humanfs/core,0.19.2,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@humanfs/node,@humanfs/node,0.16.8,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@humanfs/types,@humanfs/types,0.15.0,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@humanwhocodes/module-importer,@humanwhocodes/module-importer,1.0.1,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@humanwhocodes/retry,@humanwhocodes/retry,0.4.3,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@img/colour,@img/colour,1.1.0,MIT,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-darwin-arm64,@img/sharp-darwin-arm64,0.35.0,Apache-2.0,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-darwin-x64,@img/sharp-darwin-x64,0.35.0,Apache-2.0,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-freebsd-wasm32,@img/sharp-freebsd-wasm32,0.35.0,Apache-2.0,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-libvips-darwin-arm64,@img/sharp-libvips-darwin-arm64,1.3.0,LGPL-3.0-or-later,runtime+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-libvips-darwin-x64,@img/sharp-libvips-darwin-x64,1.3.0,LGPL-3.0-or-later,runtime+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-libvips-linux-arm,@img/sharp-libvips-linux-arm,1.3.0,LGPL-3.0-or-later,runtime+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-libvips-linux-arm64,@img/sharp-libvips-linux-arm64,1.3.0,LGPL-3.0-or-later,runtime+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-libvips-linux-ppc64,@img/sharp-libvips-linux-ppc64,1.3.0,LGPL-3.0-or-later,runtime+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-libvips-linux-riscv64,@img/sharp-libvips-linux-riscv64,1.3.0,LGPL-3.0-or-later,runtime+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-libvips-linux-s390x,@img/sharp-libvips-linux-s390x,1.3.0,LGPL-3.0-or-later,runtime+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-libvips-linux-x64,@img/sharp-libvips-linux-x64,1.3.0,LGPL-3.0-or-later,runtime+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-libvips-linuxmusl-arm64,@img/sharp-libvips-linuxmusl-arm64,1.3.0,LGPL-3.0-or-later,runtime+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-libvips-linuxmusl-x64,@img/sharp-libvips-linuxmusl-x64,1.3.0,LGPL-3.0-or-later,runtime+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-linux-arm,@img/sharp-linux-arm,0.35.0,Apache-2.0,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-linux-arm64,@img/sharp-linux-arm64,0.35.0,Apache-2.0,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-linux-ppc64,@img/sharp-linux-ppc64,0.35.0,Apache-2.0,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-linux-riscv64,@img/sharp-linux-riscv64,0.35.0,Apache-2.0,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-linux-s390x,@img/sharp-linux-s390x,0.35.0,Apache-2.0,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-linux-x64,@img/sharp-linux-x64,0.35.0,Apache-2.0,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-linuxmusl-arm64,@img/sharp-linuxmusl-arm64,0.35.0,Apache-2.0,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-linuxmusl-x64,@img/sharp-linuxmusl-x64,0.35.0,Apache-2.0,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-wasm32,@img/sharp-wasm32,0.35.0,Apache-2.0 AND LGPL-3.0-or-later AND MIT,runtime+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-webcontainers-wasm32,@img/sharp-webcontainers-wasm32,0.35.0,Apache-2.0,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-win32-arm64,@img/sharp-win32-arm64,0.35.0,Apache-2.0 AND LGPL-3.0-or-later,runtime+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-win32-ia32,@img/sharp-win32-ia32,0.35.0,Apache-2.0 AND LGPL-3.0-or-later,runtime+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/@img/sharp-win32-x64,@img/sharp-win32-x64,0.35.0,Apache-2.0 AND LGPL-3.0-or-later,runtime+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/@jridgewell/gen-mapping,@jridgewell/gen-mapping,0.3.13,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@jridgewell/remapping,@jridgewell/remapping,2.3.5,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@jridgewell/resolve-uri,@jridgewell/resolve-uri,3.1.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@jridgewell/sourcemap-codec,@jridgewell/sourcemap-codec,1.5.5,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@jridgewell/trace-mapping,@jridgewell/trace-mapping,0.3.31,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@napi-rs/wasm-runtime,@napi-rs/wasm-runtime,1.2.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@next/env,@next/env,16.2.12,MIT,runtime,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@next/eslint-plugin-next,@next/eslint-plugin-next,16.2.12,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@next/swc-darwin-arm64,@next/swc-darwin-arm64,16.2.12,MIT,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@next/swc-darwin-x64,@next/swc-darwin-x64,16.2.12,MIT,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@next/swc-linux-arm64-gnu,@next/swc-linux-arm64-gnu,16.2.12,MIT,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@next/swc-linux-arm64-musl,@next/swc-linux-arm64-musl,16.2.12,MIT,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@next/swc-linux-x64-gnu,@next/swc-linux-x64-gnu,16.2.12,MIT,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@next/swc-linux-x64-musl,@next/swc-linux-x64-musl,16.2.12,MIT,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@next/swc-win32-arm64-msvc,@next/swc-win32-arm64-msvc,16.2.12,MIT,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@next/swc-win32-x64-msvc,@next/swc-win32-x64-msvc,16.2.12,MIT,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@nodelib/fs.scandir,@nodelib/fs.scandir,2.1.5,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@nodelib/fs.stat,@nodelib/fs.stat,2.0.5,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@nodelib/fs.walk,@nodelib/fs.walk,1.2.8,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@nolyfill/is-core-module,@nolyfill/is-core-module,1.0.39,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@oxc-project/types,@oxc-project/types,0.143.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@playwright/test,@playwright/test,1.62.1,Apache-2.0,runtime,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/binding-android-arm64,@rolldown/binding-android-arm64,1.2.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/binding-darwin-arm64,@rolldown/binding-darwin-arm64,1.2.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/binding-darwin-x64,@rolldown/binding-darwin-x64,1.2.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/binding-freebsd-x64,@rolldown/binding-freebsd-x64,1.2.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/binding-linux-arm-gnueabihf,@rolldown/binding-linux-arm-gnueabihf,1.2.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/binding-linux-arm64-gnu,@rolldown/binding-linux-arm64-gnu,1.2.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/binding-linux-arm64-musl,@rolldown/binding-linux-arm64-musl,1.2.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/binding-linux-ppc64-gnu,@rolldown/binding-linux-ppc64-gnu,1.2.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/binding-linux-s390x-gnu,@rolldown/binding-linux-s390x-gnu,1.2.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/binding-linux-x64-gnu,@rolldown/binding-linux-x64-gnu,1.2.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/binding-linux-x64-musl,@rolldown/binding-linux-x64-musl,1.2.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/binding-openharmony-arm64,@rolldown/binding-openharmony-arm64,1.2.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/binding-win32-arm64-msvc,@rolldown/binding-win32-arm64-msvc,1.2.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/binding-win32-x64-msvc,@rolldown/binding-win32-x64-msvc,1.2.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rolldown/pluginutils,@rolldown/pluginutils,1.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@rtsao/scc,@rtsao/scc,1.1.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@standard-schema/spec,@standard-schema/spec,1.1.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@swc/helpers,@swc/helpers,0.5.15,Apache-2.0,runtime,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@testing-library/dom,@testing-library/dom,10.4.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@testing-library/jest-dom,@testing-library/jest-dom,7.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@testing-library/jest-dom/node_modules/dom-accessibility-api,dom-accessibility-api,0.6.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@testing-library/react,@testing-library/react,16.3.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@tybys/wasm-util,@tybys/wasm-util,0.10.3,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@types/aria-query,@types/aria-query,5.0.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@types/chai,@types/chai,5.2.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@types/deep-eql,@types/deep-eql,4.0.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@types/estree,@types/estree,1.0.9,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@types/json-schema,@types/json-schema,7.0.15,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@types/json5,@types/json5,0.0.29,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@types/node,@types/node,26.2.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@types/react,@types/react,19.2.18,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@types/react-dom,@types/react-dom,19.2.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@typescript-eslint/eslint-plugin,@typescript-eslint/eslint-plugin,8.67.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@typescript-eslint/eslint-plugin/node_modules/ignore,ignore,7.0.6,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@typescript-eslint/parser,@typescript-eslint/parser,8.67.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@typescript-eslint/project-service,@typescript-eslint/project-service,8.67.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@typescript-eslint/scope-manager,@typescript-eslint/scope-manager,8.67.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@typescript-eslint/tsconfig-utils,@typescript-eslint/tsconfig-utils,8.67.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@typescript-eslint/type-utils,@typescript-eslint/type-utils,8.67.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@typescript-eslint/types,@typescript-eslint/types,8.67.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@typescript-eslint/typescript-estree,@typescript-eslint/typescript-estree,8.67.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@typescript-eslint/typescript-estree/node_modules/semver,semver,7.8.5,ISC,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@typescript-eslint/utils,@typescript-eslint/utils,8.67.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@typescript-eslint/visitor-keys,@typescript-eslint/visitor-keys,8.67.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-android-arm-eabi,@unrs/resolver-binding-android-arm-eabi,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-android-arm64,@unrs/resolver-binding-android-arm64,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-darwin-arm64,@unrs/resolver-binding-darwin-arm64,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-darwin-x64,@unrs/resolver-binding-darwin-x64,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-freebsd-x64,@unrs/resolver-binding-freebsd-x64,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-linux-arm-gnueabihf,@unrs/resolver-binding-linux-arm-gnueabihf,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-linux-arm-musleabihf,@unrs/resolver-binding-linux-arm-musleabihf,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-linux-arm64-gnu,@unrs/resolver-binding-linux-arm64-gnu,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-linux-arm64-musl,@unrs/resolver-binding-linux-arm64-musl,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-linux-loong64-gnu,@unrs/resolver-binding-linux-loong64-gnu,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-linux-loong64-musl,@unrs/resolver-binding-linux-loong64-musl,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-linux-ppc64-gnu,@unrs/resolver-binding-linux-ppc64-gnu,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-linux-riscv64-gnu,@unrs/resolver-binding-linux-riscv64-gnu,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-linux-riscv64-musl,@unrs/resolver-binding-linux-riscv64-musl,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-linux-s390x-gnu,@unrs/resolver-binding-linux-s390x-gnu,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-linux-x64-gnu,@unrs/resolver-binding-linux-x64-gnu,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-linux-x64-musl,@unrs/resolver-binding-linux-x64-musl,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-openharmony-arm64,@unrs/resolver-binding-openharmony-arm64,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-wasm32-wasi,@unrs/resolver-binding-wasm32-wasi,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-wasm32-wasi/node_modules/@emnapi/runtime,@emnapi/runtime,1.10.0,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-win32-arm64-msvc,@unrs/resolver-binding-win32-arm64-msvc,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-win32-ia32-msvc,@unrs/resolver-binding-win32-ia32-msvc,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@unrs/resolver-binding-win32-x64-msvc,@unrs/resolver-binding-win32-x64-msvc,1.12.2,MIT,development+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@vitest/expect,@vitest/expect,4.1.10,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@vitest/mocker,@vitest/mocker,4.1.10,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@vitest/pretty-format,@vitest/pretty-format,4.1.10,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@vitest/runner,@vitest/runner,4.1.10,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@vitest/snapshot,@vitest/snapshot,4.1.10,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@vitest/spy,@vitest/spy,4.1.10,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/@vitest/utils,@vitest/utils,4.1.10,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/acorn,acorn,8.18.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/acorn-jsx,acorn-jsx,5.3.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/ajv,ajv,6.15.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/ansi-regex,ansi-regex,5.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/ansi-styles,ansi-styles,5.2.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/argparse,argparse,2.0.1,Python-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/aria-query,aria-query,5.3.0,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/array-buffer-byte-length,array-buffer-byte-length,1.0.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/array-includes,array-includes,3.1.9,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/array.prototype.findlast,array.prototype.findlast,1.2.5,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/array.prototype.findlastindex,array.prototype.findlastindex,1.2.6,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/array.prototype.flat,array.prototype.flat,1.3.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/array.prototype.flatmap,array.prototype.flatmap,1.3.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/array.prototype.tosorted,array.prototype.tosorted,1.1.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/arraybuffer.prototype.slice,arraybuffer.prototype.slice,1.0.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/assertion-error,assertion-error,2.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/ast-types-flow,ast-types-flow,0.0.8,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/async-function,async-function,1.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/available-typed-arrays,available-typed-arrays,1.0.7,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/axe-core,axe-core,4.13.0,MPL-2.0,development,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/axobject-query,axobject-query,4.1.0,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/balanced-match,balanced-match,4.0.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/baseline-browser-mapping,baseline-browser-mapping,2.11.13,Apache-2.0,runtime,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/bidi-js,bidi-js,1.0.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/brace-expansion,brace-expansion,5.0.9,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/braces,braces,3.0.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/browserslist,browserslist,4.28.8,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/call-bind,call-bind,1.0.9,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/call-bind-apply-helpers,call-bind-apply-helpers,1.0.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/call-bound,call-bound,1.0.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/callsites,callsites,3.1.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/caniuse-lite,caniuse-lite,1.0.30001809,CC-BY-4.0,runtime,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/chai,chai,6.2.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/chalk,chalk,4.1.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/chalk/node_modules/ansi-styles,ansi-styles,4.3.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/client-only,client-only,0.0.1,MIT,runtime,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/color-convert,color-convert,2.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/color-name,color-name,1.1.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/concat-map,concat-map,0.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/convert-source-map,convert-source-map,2.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/cross-spawn,cross-spawn,7.0.6,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/css-tree,css-tree,3.2.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/css.escape,css.escape,1.5.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/csstype,csstype,3.2.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/damerau-levenshtein,damerau-levenshtein,1.0.8,BSD-2-Clause,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/data-urls,data-urls,7.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/data-urls/node_modules/whatwg-url,whatwg-url,16.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/data-view-buffer,data-view-buffer,1.0.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/data-view-byte-length,data-view-byte-length,1.0.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/data-view-byte-offset,data-view-byte-offset,1.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/debug,debug,4.4.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/decimal.js,decimal.js,10.6.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/deep-is,deep-is,0.1.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/define-data-property,define-data-property,1.1.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/define-properties,define-properties,1.2.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/dequal,dequal,2.0.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/detect-libc,detect-libc,2.1.2,Apache-2.0,runtime,accepted,License metadata recorded in npm lockfile.
