ecosystem,locked_path,package,version,license_expression,scope,disposition,notes
javascript,node_modules/doctrine,doctrine,2.1.0,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/dom-accessibility-api,dom-accessibility-api,0.5.16,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/dunder-proto,dunder-proto,1.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/electron-to-chromium,electron-to-chromium,1.5.404,ISC,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/emoji-regex,emoji-regex,9.2.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/entities,entities,8.0.0,BSD-2-Clause,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/es-abstract,es-abstract,1.24.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/es-abstract-get,es-abstract-get,1.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/es-define-property,es-define-property,1.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/es-errors,es-errors,1.3.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/es-iterator-helpers,es-iterator-helpers,1.4.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/es-module-lexer,es-module-lexer,2.3.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/es-object-atoms,es-object-atoms,1.1.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/es-set-tostringtag,es-set-tostringtag,2.1.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/es-shim-unscopables,es-shim-unscopables,1.1.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/es-to-primitive,es-to-primitive,1.3.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/escalade,escalade,3.2.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/escape-string-regexp,escape-string-regexp,4.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint,eslint,9.39.5,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-config-next,eslint-config-next,16.2.12,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-config-next/node_modules/aria-query,aria-query,5.3.2,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-config-next/node_modules/balanced-match,balanced-match,1.0.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-config-next/node_modules/brace-expansion,brace-expansion,1.1.18,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-config-next/node_modules/eslint-import-resolver-typescript,eslint-import-resolver-typescript,3.10.1,ISC,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-config-next/node_modules/eslint-plugin-import,eslint-plugin-import,2.32.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-config-next/node_modules/eslint-plugin-import/node_modules/debug,debug,3.2.7,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-config-next/node_modules/eslint-plugin-jsx-a11y,eslint-plugin-jsx-a11y,6.10.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-config-next/node_modules/eslint-plugin-react,eslint-plugin-react,7.37.5,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-config-next/node_modules/minimatch,minimatch,3.1.5,ISC,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-import-resolver-node,eslint-import-resolver-node,0.3.10,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-import-resolver-node/node_modules/debug,debug,3.2.7,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-module-utils,eslint-module-utils,2.14.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-module-utils/node_modules/debug,debug,3.2.7,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-plugin-react-hooks,eslint-plugin-react-hooks,7.1.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-scope,eslint-scope,8.4.0,BSD-2-Clause,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint-visitor-keys,eslint-visitor-keys,5.0.1,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint/node_modules/balanced-match,balanced-match,1.0.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint/node_modules/brace-expansion,brace-expansion,1.1.18,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint/node_modules/eslint-visitor-keys,eslint-visitor-keys,4.2.1,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/eslint/node_modules/minimatch,minimatch,3.1.5,ISC,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/espree,espree,10.4.0,BSD-2-Clause,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/espree/node_modules/eslint-visitor-keys,eslint-visitor-keys,4.2.1,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/esquery,esquery,1.7.0,BSD-3-Clause,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/esrecurse,esrecurse,4.3.0,BSD-2-Clause,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/estraverse,estraverse,5.3.0,BSD-2-Clause,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/estree-walker,estree-walker,3.0.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/esutils,esutils,2.0.3,BSD-2-Clause,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/expect-type,expect-type,1.4.0,Apache-2.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/fast-deep-equal,fast-deep-equal,3.1.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/fast-glob,fast-glob,3.3.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/fast-glob/node_modules/glob-parent,glob-parent,5.1.2,ISC,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/fast-json-stable-stringify,fast-json-stable-stringify,2.1.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/fast-levenshtein,fast-levenshtein,2.0.6,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/fastq,fastq,1.20.1,ISC,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/file-entry-cache,file-entry-cache,8.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/fill-range,fill-range,7.1.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/find-up,find-up,5.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/flat-cache,flat-cache,4.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/flatted,flatted,3.4.4,ISC,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/for-each,for-each,0.3.5,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/fsevents,fsevents,2.3.2,MIT,runtime+optional,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/function-bind,function-bind,1.1.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/function.prototype.name,function.prototype.name,1.2.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/functions-have-names,functions-have-names,1.2.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/generator-function,generator-function,2.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/gensync,gensync,1.0.0-beta.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/get-intrinsic,get-intrinsic,1.3.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/get-proto,get-proto,1.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/get-symbol-description,get-symbol-description,1.1.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/get-tsconfig,get-tsconfig,4.14.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/glob-parent,glob-parent,6.0.2,ISC,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/globals,globals,16.4.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/globalthis,globalthis,1.0.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/gopd,gopd,1.2.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/has-bigints,has-bigints,1.1.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/has-flag,has-flag,4.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/has-property-descriptors,has-property-descriptors,1.0.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/has-proto,has-proto,1.2.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/has-symbols,has-symbols,1.1.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/has-tostringtag,has-tostringtag,1.0.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/hasown,hasown,2.0.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/hermes-estree,hermes-estree,0.25.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/hermes-parser,hermes-parser,0.25.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/html-encoding-sniffer,html-encoding-sniffer,6.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/ignore,ignore,5.3.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/import-fresh,import-fresh,3.3.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/imurmurhash,imurmurhash,0.1.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/indent-string,indent-string,4.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/internal-slot,internal-slot,1.1.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-array-buffer,is-array-buffer,3.0.5,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-async-function,is-async-function,2.1.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-bigint,is-bigint,1.1.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-boolean-object,is-boolean-object,1.2.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-bun-module,is-bun-module,2.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-bun-module/node_modules/semver,semver,7.8.5,ISC,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-callable,is-callable,1.2.7,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-core-module,is-core-module,2.16.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-data-view,is-data-view,1.0.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-date-object,is-date-object,1.1.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-document.all,is-document.all,1.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-extglob,is-extglob,2.1.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-finalizationregistry,is-finalizationregistry,1.1.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-generator-function,is-generator-function,1.1.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-glob,is-glob,4.0.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-map,is-map,2.0.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-negative-zero,is-negative-zero,2.0.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-number,is-number,7.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-number-object,is-number-object,1.1.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-potential-custom-element-name,is-potential-custom-element-name,1.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-regex,is-regex,1.2.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-set,is-set,2.0.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-shared-array-buffer,is-shared-array-buffer,1.0.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-string,is-string,1.1.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-symbol,is-symbol,1.1.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-typed-array,is-typed-array,1.1.15,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-weakmap,is-weakmap,2.0.2,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-weakref,is-weakref,1.1.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/is-weakset,is-weakset,2.0.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/isarray,isarray,2.0.5,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/isexe,isexe,2.0.0,ISC,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/iterator.prototype,iterator.prototype,1.1.5,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/js-tokens,js-tokens,4.0.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/js-yaml,js-yaml,4.3.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/jsdom,jsdom,30.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/jsdom/node_modules/lru-cache,lru-cache,11.5.2,BlueOak-1.0.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/jsesc,jsesc,3.1.0,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/json-buffer,json-buffer,3.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/json-schema-traverse,json-schema-traverse,0.4.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/json-stable-stringify-without-jsonify,json-stable-stringify-without-jsonify,1.0.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/json5,json5,2.2.3,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/jsx-ast-utils,jsx-ast-utils,3.3.5,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/keyv,keyv,4.5.4,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/language-subtag-registry,language-subtag-registry,0.3.23,CC0-1.0,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/language-tags,language-tags,1.0.9,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/levn,levn,0.4.1,MIT,development,accepted,License metadata recorded in npm lockfile.
javascript,node_modules/lightningcss,lightningcss,1.33.0,MPL-2.0,development,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/lightningcss-android-arm64,lightningcss-android-arm64,1.33.0,MPL-2.0,development+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/lightningcss-darwin-arm64,lightningcss-darwin-arm64,1.33.0,MPL-2.0,development+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/lightningcss-darwin-x64,lightningcss-darwin-x64,1.33.0,MPL-2.0,development+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/lightningcss-freebsd-x64,lightningcss-freebsd-x64,1.33.0,MPL-2.0,development+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/lightningcss-linux-arm-gnueabihf,lightningcss-linux-arm-gnueabihf,1.33.0,MPL-2.0,development+optional,reviewed,License metadata recorded in npm lockfile.
javascript,node_modules/lightningcss-linux-arm64-gnu,lightningcss-linux-arm64-gnu,1.33.0,MPL-2.0,development+optional,reviewed,License metadata recorded in npm lockfile.
